province,country,latitude,longitude,confirmed_cases,deaths,recovered,update_time,data_source,country_code,region,country_flag
,Indonesia,-0.789275,113.921327,2,0,0,3/2/20 18:03,jhu,IDN,Asia,https://www.countryflags.io/id/flat/64.png
,Indonesia,-0.789275,113.921327,2,0,0,3/2/20 18:03,jhu,IDN,Asia,https://www.countryflags.io/id/flat/64.png
Unassigned Location (From Diamond Princess),US,37.09024,-95.712891,45,0,0,3/2/20 19:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Unassigned Location (From Diamond Princess),US,37.09024,-95.712891,45,0,0,3/2/20 19:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Unassigned Location (From Diamond Princess),US,37.09024,-95.712891,45,0,0,3/2/20 19:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Unassigned Location (From Diamond Princess),US,37.09024,-95.712891,45,0,0,3/2/20 19:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Unassigned Location (From Diamond Princess),US,37.09024,-95.712891,45,0,0,3/2/20 19:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Unassigned Location (From Diamond Princess),US,37.09024,-95.712891,45,0,0,3/2/20 19:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Unassigned Location (From Diamond Princess),US,37.09024,-95.712891,45,0,0,3/2/20 19:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Unassigned Location (From Diamond Princess),US,37.09024,-95.712891,45,0,0,3/2/20 19:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Latvia,56.879635,24.603189,1,0,0,3/2/20 20:13,jhu,LVA,Europe,https://www.countryflags.io/lv/flat/64.png
,Latvia,56.879635,24.603189,1,0,0,3/2/20 20:13,jhu,LVA,Europe,https://www.countryflags.io/lv/flat/64.png
,South Korea,35.907757,127.766922,4335,28,30,3/2/20 20:23,jhu,KOR,Asia,https://www.countryflags.io/kr/flat/64.png
,Italy,41.87194,12.56738,2036,52,149,3/2/20 20:23,jhu,ITA,Europe,https://www.countryflags.io/it/flat/64.png
,Iran,32.427908,53.688046,1501,66,291,3/2/20 20:23,jhu,IRN,Asia,https://www.countryflags.io/ir/flat/64.png
"King County, WA",US,37.09024,-95.712891,14,5,1,3/2/20 20:23,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Andorra,42.546245,1.601554,1,0,0,3/2/20 20:23,jhu,AND,Europe,https://www.countryflags.io/ad/flat/64.png
,Senegal,14.497401,-14.452362,1,0,0,3/2/20 20:23,jhu,SEN,Africa,https://www.countryflags.io/sn/flat/64.png
"Umatilla, OR",US,37.09024,-95.712891,1,0,0,3/2/20 20:23,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Andorra,42.546245,1.601554,1,0,0,3/2/20 20:23,jhu,AND,Europe,https://www.countryflags.io/ad/flat/64.png
"Umatilla, OR",US,37.09024,-95.712891,1,0,0,3/2/20 20:23,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Andorra,42.546245,1.601554,1,0,0,3/2/20 20:23,jhu,AND,Europe,https://www.countryflags.io/ad/flat/64.png
"Umatilla, OR",US,37.09024,-95.712891,1,0,0,3/2/20 20:23,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Andorra,42.546245,1.601554,1,0,0,3/2/20 20:23,jhu,AND,Europe,https://www.countryflags.io/ad/flat/64.png
"Umatilla, OR",US,37.09024,-95.712891,1,0,0,3/2/20 20:23,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Andorra,42.546245,1.601554,1,0,0,3/2/20 20:23,jhu,AND,Europe,https://www.countryflags.io/ad/flat/64.png
"Umatilla, OR",US,37.09024,-95.712891,1,0,0,3/2/20 20:23,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Andorra,42.546245,1.601554,1,0,0,3/2/20 20:23,jhu,AND,Europe,https://www.countryflags.io/ad/flat/64.png
"Umatilla, OR",US,37.09024,-95.712891,1,0,0,3/2/20 20:23,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Andorra,42.546245,1.601554,1,0,0,3/2/20 20:23,jhu,AND,Europe,https://www.countryflags.io/ad/flat/64.png
"Umatilla, OR",US,37.09024,-95.712891,1,0,0,3/2/20 20:23,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Andorra,42.546245,1.601554,1,0,0,3/2/20 20:23,jhu,AND,Europe,https://www.countryflags.io/ad/flat/64.png
"Umatilla, OR",US,37.09024,-95.712891,1,0,0,3/2/20 20:23,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Andorra,42.546245,1.601554,1,0,0,3/2/20 20:23,jhu,AND,Europe,https://www.countryflags.io/ad/flat/64.png
,Andorra,42.546245,1.601554,1,0,0,3/2/20 20:23,jhu,AND,Europe,https://www.countryflags.io/ad/flat/64.png
,Japan,36.204824,138.252924,274,6,32,3/2/20 20:33,jhu,JPN,Asia,https://www.countryflags.io/jp/flat/64.png
,France,46.227638,2.213749,191,3,12,3/2/20 20:33,jhu,FRA,Europe,https://www.countryflags.io/fr/flat/64.png
,Germany,51.165691,10.451526,159,0,16,3/2/20 20:33,jhu,DEU,Europe,https://www.countryflags.io/de/flat/64.png
,Singapore,1.352083,103.819836,108,0,78,3/2/20 20:33,jhu,SGP,Asia,https://www.countryflags.io/sg/flat/64.png
,Kuwait,29.31166,47.481766,56,0,0,3/2/20 20:33,jhu,KWT,Asia,https://www.countryflags.io/kw/flat/64.png
,Kuwait,29.31166,47.481766,56,0,0,3/2/20 20:33,jhu,KWT,Asia,https://www.countryflags.io/kw/flat/64.png
,Kuwait,29.31166,47.481766,56,0,0,3/2/20 20:33,jhu,KWT,Asia,https://www.countryflags.io/kw/flat/64.png
,Bahrain,25.930414,50.637772,49,0,0,3/2/20 20:33,jhu,BHR,Asia,https://www.countryflags.io/bh/flat/64.png
,Bahrain,25.930414,50.637772,49,0,0,3/2/20 20:33,jhu,BHR,Asia,https://www.countryflags.io/bh/flat/64.png
,UK,55.378051,-3.435973,40,0,8,3/2/20 20:33,jhu,GBR,Europe,https://www.countryflags.io/gb/flat/64.png
"Santa Clara, CA",US,37.09024,-95.712891,9,0,1,3/2/20 20:33,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Cook County, IL",US,37.09024,-95.712891,4,0,2,3/2/20 20:33,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Cook County, IL",US,37.09024,-95.712891,4,0,2,3/2/20 20:33,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Cook County, IL",US,37.09024,-95.712891,4,0,2,3/2/20 20:33,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Grafton County, NH",US,37.09024,-95.712891,1,0,0,3/2/20 20:33,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"San Mateo, CA",US,37.09024,-95.712891,1,0,0,3/2/20 20:43,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Iraq,33.223191,43.679291,26,0,0,3/2/20 20:53,jhu,IRQ,Asia,https://www.countryflags.io/iq/flat/64.png
,Norway,60.472024,8.468946,25,0,0,3/2/20 20:53,jhu,NOR,Europe,https://www.countryflags.io/no/flat/64.png
,Netherlands,52.132633,5.291266,18,0,0,3/2/20 20:53,jhu,NLD,Europe,https://www.countryflags.io/nl/flat/64.png
"Toronto, ON",Canada,56.130366,-106.346771,17,0,2,3/2/20 20:53,jhu,CAN,Americas,https://www.countryflags.io/ca/flat/64.png
,Sweden,60.128161,18.643501,15,0,0,3/2/20 20:53,jhu,SWE,Europe,https://www.countryflags.io/se/flat/64.png
,Lebanon,33.854721,35.862285,13,0,0,3/2/20 20:53,jhu,LBN,Asia,https://www.countryflags.io/lb/flat/64.png
,Lebanon,33.854721,35.862285,13,0,0,3/2/20 20:53,jhu,LBN,Asia,https://www.countryflags.io/lb/flat/64.png
,Belgium,50.503887,4.469936,8,0,1,3/2/20 20:53,jhu,BEL,Europe,https://www.countryflags.io/be/flat/64.png
"Snohomish County, WA",US,37.09024,-95.712891,4,1,0,3/2/20 20:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Tasmania,Australia,-25.274398,133.775136,1,0,0,3/2/20 20:53,jhu,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
"Sonoma County, CA",US,37.09024,-95.712891,1,0,0,3/2/20 20:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Tasmania,Australia,-25.274398,133.775136,1,0,0,3/2/20 20:53,jhu,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
"Sonoma County, CA",US,37.09024,-95.712891,1,0,0,3/2/20 20:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Tasmania,Australia,-25.274398,133.775136,1,0,0,3/2/20 20:53,jhu,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
"Sonoma County, CA",US,37.09024,-95.712891,1,0,0,3/2/20 20:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Tasmania,Australia,-25.274398,133.775136,1,0,0,3/2/20 20:53,jhu,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
"Sonoma County, CA",US,37.09024,-95.712891,1,0,0,3/2/20 20:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Tasmania,Australia,-25.274398,133.775136,1,0,0,3/2/20 20:53,jhu,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
"Sonoma County, CA",US,37.09024,-95.712891,1,0,0,3/2/20 20:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Tasmania,Australia,-25.274398,133.775136,1,0,0,3/2/20 20:53,jhu,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
"Sonoma County, CA",US,37.09024,-95.712891,1,0,0,3/2/20 20:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Sonoma County, CA",US,37.09024,-95.712891,1,0,0,3/2/20 20:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Austria,47.516231,14.550072,18,0,0,3/2/20 21:23,jhu,AUT,Europe,https://www.countryflags.io/at/flat/64.png
,Russia,61.52401,105.318756,3,0,2,3/2/20 21:23,jhu,RUS,Europe,https://www.countryflags.io/ru/flat/64.png
,Russia,61.52401,105.318756,3,0,2,3/2/20 21:23,jhu,RUS,Europe,https://www.countryflags.io/ru/flat/64.png
,Russia,61.52401,105.318756,3,0,2,3/2/20 21:23,jhu,RUS,Europe,https://www.countryflags.io/ru/flat/64.png
,Switzerland,46.818188,8.227512,42,0,0,3/2/20 22:33,jhu,CHE,Europe,https://www.countryflags.io/ch/flat/64.png
,Iceland,64.963051,-19.020835,6,0,0,3/2/20 22:33,jhu,ISL,Europe,https://www.countryflags.io/is/flat/64.png
,India,20.593684,78.96288,5,0,3,3/2/20 22:33,jhu,IND,Asia,https://www.countryflags.io/in/flat/64.png
,India,20.593684,78.96288,5,0,3,3/2/20 22:33,jhu,IND,Asia,https://www.countryflags.io/in/flat/64.png
,Morocco,31.791702,-7.09262,1,0,0,3/2/20 22:33,jhu,MAR,Africa,https://www.countryflags.io/ma/flat/64.png
,Portugal,39.399872,-8.224454,2,0,0,3/2/20 22:43,jhu,PRT,Europe,https://www.countryflags.io/pt/flat/64.png
Chongqing,China,35.86166,104.195397,576,6,469,3/2/20 23:23,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shanxi,China,35.86166,104.195397,133,0,119,3/2/20 23:23,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,22.396428,114.109497,100,2,36,3/2/20 23:53,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Saudi Arabia,23.885942,45.079162,1,0,0,3/2/20 23:53,jhu,SAU,Asia,https://www.countryflags.io/sa/flat/64.png
"Placer County, CA",US,37.09024,-95.712891,1,0,0,3/2/20 23:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Saudi Arabia,23.885942,45.079162,1,0,0,3/2/20 23:53,jhu,SAU,Asia,https://www.countryflags.io/sa/flat/64.png
"Placer County, CA",US,37.09024,-95.712891,1,0,0,3/2/20 23:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,Saudi Arabia,23.885942,45.079162,1,0,0,3/2/20 23:53,jhu,SAU,Asia,https://www.countryflags.io/sa/flat/64.png
Guangxi,China,35.86166,104.195397,252,2,202,3/3/20 0:23,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Romania,45.943161,24.96676,3,0,0,3/3/20 0:23,jhu,ROU,Europe,https://www.countryflags.io/ro/flat/64.png
,Luxembourg,49.815273,6.129583,1,0,0,3/3/20 0:23,jhu,LUX,Europe,https://www.countryflags.io/lu/flat/64.png
,Luxembourg,49.815273,6.129583,1,0,0,3/3/20 0:23,jhu,LUX,Europe,https://www.countryflags.io/lu/flat/64.png
,Luxembourg,49.815273,6.129583,1,0,0,3/3/20 0:23,jhu,LUX,Europe,https://www.countryflags.io/lu/flat/64.png
"San Mateo, CA",US,37.09024,-95.712891,2,0,0,3/3/20 0:43,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"San Mateo, CA",US,37.09024,-95.712891,2,0,0,3/3/20 0:43,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"San Mateo, CA",US,37.09024,-95.712891,2,0,0,3/3/20 0:43,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"San Mateo, CA",US,37.09024,-95.712891,2,0,0,3/3/20 0:43,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"San Mateo, CA",US,37.09024,-95.712891,2,0,0,3/3/20 0:43,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"San Mateo, CA",US,37.09024,-95.712891,2,0,0,3/3/20 0:43,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"San Mateo, CA",US,37.09024,-95.712891,2,0,0,3/3/20 0:43,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Jiangxi,China,35.86166,104.195397,935,1,870,3/3/20 2:03,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Beijing,China,35.86166,104.195397,414,8,288,3/3/20 2:03,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
"Washington County, OR",US,37.09024,-95.712891,2,0,0,3/3/20 3:03,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Washington County, OR",US,37.09024,-95.712891,2,0,0,3/3/20 3:03,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Washington County, OR",US,37.09024,-95.712891,2,0,0,3/3/20 3:03,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Washington County, OR",US,37.09024,-95.712891,2,0,0,3/3/20 3:03,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Diamond Princess cruise ship,Others,,,706,6,10,3/3/20 3:13,jhu,,,
Diamond Princess cruise ship,Others,,,706,6,10,3/3/20 3:13,jhu,,,
Diamond Princess cruise ship,Others,,,706,6,10,3/3/20 3:13,jhu,,,
,Qatar,25.354826,51.183884,7,0,0,3/3/20 3:23,jhu,QAT,Asia,https://www.countryflags.io/qa/flat/64.png
,Algeria,28.033886,1.659626,5,0,0,3/3/20 3:23,jhu,DZA,Africa,https://www.countryflags.io/dz/flat/64.png
"Fulton County, GA",US,37.09024,-95.712891,2,0,0,3/3/20 3:33,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Fulton County, GA",US,37.09024,-95.712891,2,0,0,3/3/20 3:33,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Fulton County, GA",US,37.09024,-95.712891,2,0,0,3/3/20 3:33,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Fulton County, GA",US,37.09024,-95.712891,2,0,0,3/3/20 3:33,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
Shanghai,China,35.86166,104.195397,338,3,294,3/3/20 3:43,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,174,2,169,3/3/20 3:43,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,174,2,169,3/3/20 3:43,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Yunnan,China,35.86166,104.195397,174,2,169,3/3/20 3:43,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Israel,31.046051,34.851612,12,0,1,3/3/20 4:23,jhu,ISR,Asia,https://www.countryflags.io/il/flat/64.png
,Pakistan,30.375321,69.345116,5,0,0,3/3/20 4:33,jhu,PAK,Asia,https://www.countryflags.io/pk/flat/64.png
,Pakistan,30.375321,69.345116,5,0,0,3/3/20 4:33,jhu,PAK,Asia,https://www.countryflags.io/pk/flat/64.png
,Pakistan,30.375321,69.345116,5,0,0,3/3/20 4:33,jhu,PAK,Asia,https://www.countryflags.io/pk/flat/64.png
Taiwan,China,23.69781,120.960515,42,1,12,3/3/20 6:43,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Taiwan,China,23.69781,120.960515,42,1,12,3/3/20 6:43,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Xinjiang,China,35.86166,104.195397,76,3,68,3/3/20 7:33,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Shandong,China,35.86166,104.195397,758,6,511,3/3/20 7:53,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Inner Mongolia,China,35.86166,104.195397,75,1,59,3/3/20 9:23,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Sichuan,China,35.86166,104.195397,538,3,394,3/3/20 9:33,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hebei,China,35.86166,104.195397,318,6,300,3/3/20 9:33,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,South Korea,35.907757,127.766922,5186,28,30,3/3/20 9:43,jhu,KOR,Asia,https://www.countryflags.io/kr/flat/64.png
Henan,China,35.86166,104.195397,1272,22,1231,3/3/20 9:43,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Croatia,45.1,15.2,9,0,0,3/3/20 9:53,jhu,HRV,Europe,https://www.countryflags.io/hr/flat/64.png
,Mexico,23.634501,-102.552784,5,0,1,3/3/20 10:03,jhu,MEX,Americas,https://www.countryflags.io/mx/flat/64.png
,Mexico,23.634501,-102.552784,5,0,1,3/3/20 10:03,jhu,MEX,Americas,https://www.countryflags.io/mx/flat/64.png
,Mexico,23.634501,-102.552784,5,0,1,3/3/20 10:03,jhu,MEX,Americas,https://www.countryflags.io/mx/flat/64.png
Guangdong,China,35.86166,104.195397,1350,7,1101,3/3/20 10:23,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Jiangsu,China,35.86166,104.195397,631,0,562,3/3/20 11:03,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hubei,China,35.86166,104.195397,67217,2835,36208,3/3/20 11:43,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,136,3,124,3/3/20 11:43,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Tianjin,China,35.86166,104.195397,136,3,124,3/3/20 11:43,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hong Kong,China,22.396428,114.109497,100,2,37,3/3/20 11:53,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Zhejiang,China,35.86166,104.195397,1213,1,1093,3/3/20 12:33,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Malaysia,4.210484,101.975766,36,0,22,3/3/20 12:33,jhu,MYS,Asia,https://www.countryflags.io/my/flat/64.png
Macau,China,22.198745,113.543873,10,0,9,3/3/20 12:33,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,22.198745,113.543873,10,0,9,3/3/20 12:33,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Macau,China,22.198745,113.543873,10,0,9,3/3/20 12:33,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Hunan,China,35.86166,104.195397,1018,4,906,3/3/20 13:03,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Heilongjiang,China,35.86166,104.195397,480,13,366,3/3/20 13:03,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Fujian,China,35.86166,104.195397,296,1,260,3/3/20 13:43,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Gansu,China,35.86166,104.195397,91,2,86,3/3/20 13:43,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Iran,32.427908,53.688046,2336,77,291,3/3/20 14:23,jhu,IRN,Asia,https://www.countryflags.io/ir/flat/64.png
Anhui,China,35.86166,104.195397,990,6,936,3/3/20 14:33,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,125,1,106,3/3/20 14:33,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,125,1,106,3/3/20 14:33,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,125,1,106,3/3/20 14:33,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
Liaoning,China,35.86166,104.195397,125,1,106,3/3/20 14:33,jhu,CHN,Asia,https://www.countryflags.io/cn/flat/64.png
,Norway,60.472024,8.468946,32,0,0,3/3/20 14:33,jhu,NOR,Europe,https://www.countryflags.io/no/flat/64.png
" Norfolk County, MA",US,37.09024,-95.712891,1,0,0,3/3/20 14:33,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
" Norfolk County, MA",US,37.09024,-95.712891,1,0,0,3/3/20 14:33,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
" Norfolk County, MA",US,37.09024,-95.712891,1,0,0,3/3/20 14:33,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Westchester County, NY",US,37.09024,-95.712891,1,0,0,3/3/20 14:43,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
,UK,55.378051,-3.435973,51,0,8,3/3/20 15:13,jhu,GBR,Europe,https://www.countryflags.io/gb/flat/64.png
,Netherlands,52.132633,5.291266,24,0,0,3/3/20 15:13,jhu,NLD,Europe,https://www.countryflags.io/nl/flat/64.png
,Austria,47.516231,14.550072,21,0,0,3/3/20 15:13,jhu,AUT,Europe,https://www.countryflags.io/at/flat/64.png
,Sweden,60.128161,18.643501,21,0,0,3/3/20 15:13,jhu,SWE,Europe,https://www.countryflags.io/se/flat/64.png
New South Wales,Australia,-25.274398,133.775136,13,0,4,3/3/20 15:13,jhu,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
,Belgium,50.503887,4.469936,13,0,1,3/3/20 15:13,jhu,BEL,Europe,https://www.countryflags.io/be/flat/64.png
,Iceland,64.963051,-19.020835,11,0,0,3/3/20 15:13,jhu,ISL,Europe,https://www.countryflags.io/is/flat/64.png
,Ecuador,-1.831239,-78.183406,7,0,0,3/3/20 15:13,jhu,ECU,Americas,https://www.countryflags.io/ec/flat/64.png
,Denmark,56.26392,9.501785,6,0,0,3/3/20 15:13,jhu,DNK,Europe,https://www.countryflags.io/dk/flat/64.png
,Czech Republic,49.817492,15.472962,5,0,0,3/3/20 15:13,jhu,CZE,Europe,https://www.countryflags.io/cz/flat/64.png
,France,46.227638,2.213749,204,4,12,3/3/20 15:23,jhu,FRA,Europe,https://www.countryflags.io/fr/flat/64.png
,Singapore,1.352083,103.819836,110,0,78,3/3/20 15:23,jhu,SGP,Asia,https://www.countryflags.io/sg/flat/64.png
,Singapore,1.352083,103.819836,110,0,78,3/3/20 15:23,jhu,SGP,Asia,https://www.countryflags.io/sg/flat/64.png
,Oman,21.512583,55.923255,12,0,2,3/3/20 15:23,jhu,OMN,Asia,https://www.countryflags.io/om/flat/64.png
Queensland,Australia,-25.274398,133.775136,11,0,1,3/3/20 15:23,jhu,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
Queensland,Australia,-25.274398,133.775136,11,0,1,3/3/20 15:23,jhu,AUS,Oceania,https://www.countryflags.io/au/flat/64.png
,San Marino,43.94236,12.457777,10,1,0,3/3/20 15:23,jhu,SMR,Europe,https://www.countryflags.io/sm/flat/64.png
,Portugal,39.399872,-8.224454,2,0,0,3/3/20 15:33,jhu,PRT,Europe,https://www.countryflags.io/pt/flat/64.png
,Jordan,30.585164,36.238414,1,0,0,3/3/20 15:33,jhu,JOR,Asia,https://www.countryflags.io/jo/flat/64.png
,Morocco,31.791702,-7.09262,1,0,0,3/3/20 15:33,jhu,MAR,Africa,https://www.countryflags.io/ma/flat/64.png
,Ukraine,48.379433,31.16558,1,0,0,3/3/20 15:33,jhu,UKR,Europe,https://www.countryflags.io/ua/flat/64.png
,Jordan,30.585164,36.238414,1,0,0,3/3/20 15:33,jhu,JOR,Asia,https://www.countryflags.io/jo/flat/64.png
,Morocco,31.791702,-7.09262,1,0,0,3/3/20 15:33,jhu,MAR,Africa,https://www.countryflags.io/ma/flat/64.png
,Ukraine,48.379433,31.16558,1,0,0,3/3/20 15:33,jhu,UKR,Europe,https://www.countryflags.io/ua/flat/64.png
,Jordan,30.585164,36.238414,1,0,0,3/3/20 15:33,jhu,JOR,Asia,https://www.countryflags.io/jo/flat/64.png
,Ukraine,48.379433,31.16558,1,0,0,3/3/20 15:33,jhu,UKR,Europe,https://www.countryflags.io/ua/flat/64.png
,Jordan,30.585164,36.238414,1,0,0,3/3/20 15:33,jhu,JOR,Asia,https://www.countryflags.io/jo/flat/64.png
,Ukraine,48.379433,31.16558,1,0,0,3/3/20 15:33,jhu,UKR,Europe,https://www.countryflags.io/ua/flat/64.png
,Jordan,30.585164,36.238414,1,0,0,3/3/20 15:33,jhu,JOR,Asia,https://www.countryflags.io/jo/flat/64.png
,Ukraine,48.379433,31.16558,1,0,0,3/3/20 15:33,jhu,UKR,Europe,https://www.countryflags.io/ua/flat/64.png
,Jordan,30.585164,36.238414,1,0,0,3/3/20 15:33,jhu,JOR,Asia,https://www.countryflags.io/jo/flat/64.png
,Ukraine,48.379433,31.16558,1,0,0,3/3/20 15:33,jhu,UKR,Europe,https://www.countryflags.io/ua/flat/64.png
,Jordan,30.585164,36.238414,1,0,0,3/3/20 15:33,jhu,JOR,Asia,https://www.countryflags.io/jo/flat/64.png
,Ukraine,48.379433,31.16558,1,0,0,3/3/20 15:33,jhu,UKR,Europe,https://www.countryflags.io/ua/flat/64.png
,Jordan,30.585164,36.238414,1,0,0,3/3/20 15:33,jhu,JOR,Asia,https://www.countryflags.io/jo/flat/64.png
,Ukraine,48.379433,31.16558,1,0,0,3/3/20 15:33,jhu,UKR,Europe,https://www.countryflags.io/ua/flat/64.png
,Jordan,30.585164,36.238414,1,0,0,3/3/20 15:33,jhu,JOR,Asia,https://www.countryflags.io/jo/flat/64.png
,Ukraine,48.379433,31.16558,1,0,0,3/3/20 15:33,jhu,UKR,Europe,https://www.countryflags.io/ua/flat/64.png
"Madison, WI",US,37.09024,-95.712891,1,0,1,3/3/20 15:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Madison, WI",US,37.09024,-95.712891,1,0,1,3/3/20 15:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Madison, WI",US,37.09024,-95.712891,1,0,1,3/3/20 15:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Madison, WI",US,37.09024,-95.712891,1,0,1,3/3/20 15:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
"Madison, WI",US,37.09024,-95.712891,1,0,1,3/3/20 15:53,jhu,USA,Americas,https://www.countryflags.io/us/flat/64.png
